indicator_id,country_id,year,value,magnitude,qualifier
PREPFUTURE.1.MATH.GPIA,LAO,2019,1.131823182106018,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,LSO,2013,1.139775156974792,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,LSO,2023,1.466795086860657,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,LTU,2003,1.011447429656982,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,LTU,2007,1.017987132072449,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,LTU,2011,1.002198815345764,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,LTU,2015,1.031397461891174,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,LTU,2019,0.9864866733551024,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,LVA,1995,1.040530204772949,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,LVA,2003,1.01508355140686,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,LVA,2007,1.031222105026245,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,LVA,2019,0.9871267676353456,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MAR,2003,0.703978955745697,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MAR,2007,0.7183623909950256,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MAR,2011,0.8865171074867249,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MAR,2015,0.9134989380836488,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MAR,2019,0.9835199117660522,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MDA,2003,1.071424126625061,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MDG,2019,1.280389666557312,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MEX,2006,1.071510195732117,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MEX,2019,1.057026386260986,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MKD,2019,1.052460074424744,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MLT,2011,0.9721364974975586,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MLT,2019,0.967946231365204,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MMR,2019,1.069979548454285,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MNE,2019,0.938340961933136,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MNG,2007,1.034312129020691,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MOZ,2006,0.7941967844963074,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MOZ,2013,0.8869292140007019,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MUS,2006,1.100189328193665,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MUS,2013,1.091318845748901,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MWI,2006,0.703129231929779,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MWI,2013,0.7120503187179565,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,MYS,2019,1.100538372993469,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NAM,2006,0.9844305515289308,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NAM,2013,1.186363697052002,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NER,2014,0.5379910469055176,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NER,2019,0.7265221476554871,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NIC,2006,0.9357264041900636,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NIC,2019,0.7218592762947083,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NLD,1995,0.9468360543251038,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NLD,2003,0.9744538068771362,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NLD,2007,0.952262043952942,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NLD,2011,0.9708831310272216,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NLD,2015,0.9668843150138856,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NLD,2019,0.9751687049865724,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NOR,1995,0.9754673838615416,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NOR,2003,1.030125260353088,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NOR,2007,1.0485999584198,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NOR,2011,1.038650631904602,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NOR,2015,0.9940229058265686,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,NOR,2019,0.978377103805542,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,PAK,2019,0.967461109161377,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,PAN,2006,1.101650238037109,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,PAN,2019,0.9763569235801696,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,PER,2006,0.7835900783538818,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,PER,2019,1.025834679603577,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,PHL,2019,1.128393769264221,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,POL,2011,0.9019270539283752,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,POL,2015,1.020682334899902,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,POL,2019,0.9846398830413818,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,PRT,1995,0.9216054677963256,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,PRT,2011,0.9909392595291138,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,PRT,2015,0.9682164192199708,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,PRT,2019,0.9189659953117372,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,PRY,2006,0.9843435883522034,NA,NA
PREPFUTURE.1.MATH.GPIA,PRY,2019,0.9486827850341796,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,QAT,2007,1.013657927513123,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,QAT,2011,1.037765026092529,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,QAT,2015,0.979765772819519,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,QAT,2019,0.9630286693572998,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,ROU,2011,1.015701413154602,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,RUS,2003,0.9784654378890992,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,RUS,2007,1.040486931800842,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,RUS,2011,1.019729852676392,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,RUS,2015,1.00096869468689,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,RUS,2019,0.9868189096450806,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SEN,2014,0.7888719439506531,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SEN,2019,1.116306781768799,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SLV,2006,0.8261036276817322,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SLV,2019,0.8764163851737976,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SRB,2011,0.9764675498008728,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SRB,2015,1.012446165084839,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SRB,2019,1.02949070930481,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SVK,2019,0.9497615694999696,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SVN,1995,0.9873815774917604,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SVN,2003,0.9710493683815002,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SVN,2007,0.982129156589508,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SVN,2011,0.9533897042274476,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SVN,2015,1.000867009162903,NA,NA
PREPFUTURE.1.MATH.GPIA,SWE,2007,0.9634726047515868,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SWE,2011,0.9748568534851074,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SWE,2015,1.001695156097412,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SWE,2019,0.9515259265899658,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SWZ,2006,1.053026437759399,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,SWZ,2013,0.9565654993057252,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,TCD,2014,0.2641501128673553,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,TCD,2019,1.129484534263611,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,TGO,2014,0.8149076104164124,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,TGO,2019,0.981481432914734,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,THA,1995,1.100776195526123,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,THA,2011,1.150920629501343,NA,UIS_EST
